"pb","quant_boot"
17,8.952
25,8.662
23,8.898
19,8.21379999999997
26,8.776
34,7.848
28,8.722
21,7.58419999999996
27,8.326
23,8.284
18,8.186
27,8.656
30,8.792
28,8.872
25,8.906
15,8.566
32,8.79
28,8.15
33,8.304
18,8.288
28,7.694
27,8.744
19,8.572
19,8.572
20,8.8
27,7.708
35,8.43699999999999
24,8.962
23,8.27
23,8.192
16,8.2
23,8.626
26,8.544
20,8.122
23,7.87219999999999
21,8.096
23,8.764
19,8.78399999999998
32,8.69
15,8.864
29,8.432
22,8.838
19,8.738
22,8.45
24,8.952
35,8.934
31,7.784
25,8.59139999999996
31,8.174
25,9.434
32,8.688
30,8.4586
26,8.84
31,7.61
26,7.89739999999999
21,8.76
20,8.078
21,8.11839999999996
28,8.082
20,8.346
28,7.876
20,8.408
29,8.866
23,8.39
16,7.89919999999999
20,7.81999999999998
19,8.66879999999997
26,8.352
28,8.402
25,9.48
33,8.616
23,8.524
24,8.788
9,7.99
34,8.62019999999996
25,7.568
17,8.246
33,8.654
25,8.4658
26,8.946
25,8.532
20,8.64539999999997
31,8.184
27,8.986
20,8.522
24,8.688
25,8.89559999999999
22,8.34
32,7.862
21,8.096
29,8.216
26,8.544
28,8.522
27,8.11
22,8.544
31,9.17
28,9.164
24,9.474
25,8.876
23,8.372
20,8.106
22,7.92
24,8.83
21,8.18859999999997
18,9.878
28,8.74079999999998
33,8.344
35,8.854
17,8.55359999999996
28,8.734
24,8.478
27,8.482
24,8.20839999999997
29,7.798
17,8.158
30,8.09859999999996
19,8.838
32,8.574
22,8.526
22,8.854
27,9.43
27,8.484
23,8.83
18,9.236
25,8.858
21,7.808
26,7.776
17,8.43
24,8.096
24,8.752
24,8.368
20,8.904
23,9.594
21,7.664
29,8.444
24,8.916
25,8.626
13,8.23
26,8.618
21,8.536
19,8.596
23,8.376
23,8.09
17,7.72279999999997
24,8.40819999999999
20,8.896
30,8.746
32,8.3
29,9.07
31,9.092
21,8.842
16,8.4586
23,8.646
20,8.838
31,8.412
31,8.82
16,8.382
15,8.83
27,8.61659999999996
20,8.576
21,8.666
34,8.25
24,8.162
20,8.74
26,9.016
23,9.458
21,8.51
31,8.07519999999996
23,8.938
20,8.18
26,9.37
27,8.598
28,8.5
19,8.496
24,7.65079999999996
21,9.11
21,8.662
19,8.156
27,8.134
25,8.88839999999999
21,8.12919999999996
18,8.956
13,7.88
17,7.508
23,8.202
13,8.894
19,9.212
21,8.114
27,9.116
26,8.302
25,9.942
26,9.228
27,8.502
27,8.348
29,8.7
31,8.094
21,8.724
20,8.296
30,8.086
18,8.99
22,8.112
35,8.528
16,8.57339999999996
27,8.656
19,8.506
23,9.048
27,9.08
13,6.904
24,8.05
21,8.088
26,9.292
18,7.804
24,8.184
33,8.86
29,8.516
17,8.758
26,8.226
23,8.736
26,8.278
23,8.092
32,9.09
23,8.766
19,8.058
23,8.786
21,8.552
21,8.292
24,8.458
32,8.522
27,8.814
32,8.512
34,8.796
23,8.9982
19,8.928
29,9.34519999999998
14,8.448
31,9.196
23,8.258
15,8.844
29,8.85
31,8.068
35,8.554
27,9.456
21,8.576
20,8.152
20,8.74
18,8.144
30,8.394
26,8.992
26,8.236
25,8.44
26,8.426
24,8.322
25,8.854
23,8.17419999999997
23,8.372
23,8.992
34,8.258
25,8.936
20,8.806
25,8.182
33,8.656
32,9.472
36,8.742
26,8.416
24,8.604
25,8.828
23,8.65
23,7.806
20,9.324
24,8.80739999999998
22,8.56
24,8.062
23,8.616
26,8.594
22,8.908
18,8.862
25,8.482
30,7.724
22,8.10399999999996
30,8.18139999999997
19,8.128
20,8.764
22,8.44
25,8.898
21,8.426
25,8.022
30,9.118
19,8.85059999999999
20,8.776
27,8.7
29,8.636
29,7.68
27,8.434
31,8.496
20,8.168
21,8.44
17,8.904
33,8.586
30,8.928
21,8.236
19,8.44779999999999
27,8.988
17,8.238
22,8.78939999999998
21,9.014
20,8.746
25,8.4874
24,8.814
27,8.076
26,8.08059999999996
23,7.42
16,8.592
22,8.246
29,8.868
21,8.274
24,8.05719999999995
26,8.724
28,8.63
26,8.084
23,8.478
20,8.614
24,8.20299999999997
31,8.608
21,7.78039999999998
30,8.83
26,9.024
21,8.014
30,8.506
31,8.912
22,8.036
30,9.224
22,8.496
23,8.326
29,8.304
24,9.966
25,8.244
25,8.212
25,8.758
27,8.044
17,8.654
18,8.61
16,8.24
23,8.014
28,8.194
23,8.05719999999995
30,8.524
14,8.582
23,8.182
23,8.19579999999997
26,8.946
27,8.308
21,8.01
21,7.68319999999997
24,9.092
29,8.10039999999996
31,8.596
19,8.062
19,8.068
26,8.35
25,9.426
21,8.72
22,8.788
30,9.486
22,8.896
28,8.578
24,7.698
28,8.058
22,8.026
23,8.30919999999998
29,8.828
17,8.334
25,8.56979999999995
17,8.388
24,8.106
29,7.734
34,9.47
22,8.604
15,8.902
30,8.25159999999997
20,7.70299999999997
38,8.574
20,8.87579999999999
22,8.484
31,8.57
21,8.95
27,8.37
21,8.142
29,9.4766
35,8.936
21,8.942
34,8.668
26,8.418
33,8.686
27,8.83
28,8.578
24,8.242
30,8.492
17,8.90639999999999
35,8.638
13,8.01
15,8.92259999999999
26,8.40999999999999
36,8.794
26,8.348
33,8.726
27,9.412
23,8.27
25,9.048
29,8.618
36,8.18499999999997
20,8.298
22,7.514
25,8.184
27,8.632
26,8.566
26,9.224
27,8.204
23,8.464
24,7.95499999999999
25,8.28399999999998
25,8.174
30,7.586
26,8.654
20,9.004
19,8.20839999999997
23,8.198
31,8.444
22,8.67
24,8.774
14,8.54
19,8.85239999999999
23,7.664
21,8.722
24,8.504
30,8.316
24,9.276
28,8.71
20,8.404
29,8.5
22,9.014
25,8.874
29,9.36
30,8.278
24,8.42
22,8.976
25,8.728
20,8.9928
27,8.454
17,8.556
28,8.358
21,8.99
22,8.85
28,8.10039999999996
17,8.61
24,8.478
34,8.42979999999999
23,8.622
25,8.536
34,8.316
34,8.07
26,9.308
24,8.788
28,8.84
18,8.626
27,8.79119999999998
21,7.59139999999996
26,8.948
31,9.064
21,8.14899999999996
35,8.224
19,8.562
27,8.552
17,8.39
25,8.448
21,8.582
30,8.326
22,8.072
28,7.562
21,8.09139999999996
17,7.908
22,8.85959999999999
26,8.12919999999996
26,8.354
27,9.158
32,8.8
36,8.56
27,9.222
26,8.996
14,8.506
21,8.72
21,8.524
25,7.668
20,8.028
30,8.97
35,8.864
18,7.9
18,8.112
20,7.982
25,8.58
23,7.866
23,8.18
22,9.3
26,8.396
21,8.262
18,8.38479999999999
24,9.88
16,8.05
27,7.518
22,8.21019999999997
21,8.162
21,8.672
26,8.298
21,8.91
26,8.904
20,7.75519999999998
19,8.80019999999998
20,8.978
25,8.434
21,8.852
37,8.416
23,8.794
20,8.694
15,8.894
26,8.98
24,8.264
26,9.326
20,8.37
33,8.014
20,8.87
27,8.52
21,8.54
26,8.648
28,8.028
22,8.336
19,8.226
16,8.518
20,8.344
18,8.604
22,8.062
29,8.958
18,8.214
22,8.05539999999996
25,8.644
21,8.126
20,8.83
20,8.84879999999999
30,8.426
26,8.792
31,8.722
14,9.394
25,8.118
28,8.526
24,8.92799999999999
22,8.138
22,8.66
24,8.06
28,8.64
25,8.584
19,8.242
26,8.636
30,8.898
25,9.316
25,8.612
17,8.16699999999997
29,8.19
20,8.886
18,8.16699999999997
26,8.354
33,7.64
26,8.658
21,8.78
23,8.274
19,8.35
22,9.098
17,8.976
32,8.744
19,8.58
16,8.238
21,8.672
20,9.474
35,9.204
27,8.77
22,8.38839999999999
22,8.418
20,8.292
19,9.052
29,8.33979999999998
18,8.072
36,8.492
23,8.644
22,8.374
24,9.37
22,8.38
18,8.278
28,8.878
27,8.538
24,8.896
24,8.122
22,8.182
24,7.59679999999996
20,8.491
24,8.738
35,8.506
11,8.65979999999997
17,7.546
24,7.9586
27,8.574
21,8.69
39,8.312
34,8.136
28,8.114
18,8.384
26,7.742
32,8.558
22,8.202
24,8.462
15,8.802
28,7.718
26,7.71739999999997
31,8.098
22,7.59679999999996
29,8.33259999999998
27,8.816
16,8.408
30,8.704
21,8.706
28,8.152
28,8.89919999999999
20,8.27
27,8.024
25,7.63279999999996
21,8.084
25,8.24
28,8.022
17,8.368
22,8.372
27,8.42979999999999
24,9.13099999999996
13,8.202
35,8.4424
29,8.746
25,9.266
24,8.93879999999999
23,8.552
20,8.354
27,8.39019999999999
24,8.814
30,8.784
28,7.68319999999997
15,7.59
25,8.514
31,8.676
26,8.492
31,8.346
25,8.896
22,8.538
25,9.384
21,8.342
29,8.646
23,8.856
23,8.906
18,8.84
25,8.19399999999997
34,8.37039999999999
28,8.29
25,8.694
21,8.744
25,8.552
30,8.232
21,8.064
18,8.716
24,8.294
25,8.81459999999998
27,8.67
27,9.44779999999999
23,7.92079999999999
26,8.936
26,9.288
20,9.002
13,8.636
23,8.264
21,8.206
31,8.766
24,9.354
25,8.668
21,8.528
24,9.112
26,8.648
21,8.198
25,8.43699999999999
21,8.334
29,8.166
32,8.568
23,7.59859999999996
25,8.836
21,8.15619999999996
27,8.898
24,8.466
30,8.724
17,8.106
25,8.774
15,8.812
19,7.23359999999997
31,8.124
34,8.172
35,9.204
27,8.23719999999997
15,7.89379999999999
23,8.10399999999996
21,8.686
28,8.118
21,8.162
24,7.80559999999998
28,8.646
20,8.558
30,8.644
18,8.138
23,8.482
33,8.4
29,8.83
19,8.884
21,8.262
26,8.434
28,8.486
31,8.546
23,8.06
28,8.378
17,8.15
29,8.922
22,8.4982
25,8.418
33,9.146
35,8.36
23,8.49
30,8.252
31,8.46759999999999
27,8.692
14,8.32
16,8.922
19,8.846
26,9.296
23,8.016
28,8.604
24,9.296
15,8.92079999999999
25,8.806
29,8.254
22,8.16
22,8.858
30,8.48
24,8.58
31,8.482
19,8.318
27,8.026
20,7.666
29,9.06
24,8.11479999999996
28,8.772
28,9.116
17,8.744
22,8.79
22,7.548
22,8.438
34,9.034
35,8.26419999999998
30,8.83
31,7.764
21,8.988
32,9.324
24,8.85
25,8.746
27,8.624
23,8.39
36,8.694
15,8.178
14,8.664
21,7.906
25,8.56
26,8.986
25,8.092
28,8.366
25,8.362
22,9.186
27,8.102
30,8.91
24,7.916
31,9.388
20,8.996
17,8.502
19,7.74
23,8.02
22,9.248
23,8.614
20,8.288
26,8.402
26,9.198
32,9.05
21,8.4802
21,8.066
23,7.77319999999998
21,8.12559999999996
27,8.484
16,8.854
19,8.378
37,8.146
24,9.018
25,8.314
24,7.624
32,8.12379999999996
24,8.52
18,8.412
18,8.036
24,8.654
30,8.078
20,8.794
28,8.21919999999997
21,8.702
31,9.06
26,8.024
19,8.26239999999998
29,8.878
19,8.682
30,8.81
20,8.72279999999997
12,8.512
19,8.536
25,8.87
21,8.552
31,9.032
27,8.82
29,8.356
29,8.238
26,8.246
24,7.91
30,8.858
38,8.108
24,8.15979999999997
16,7.93519999999999
30,8.982
32,8.848
27,9.21
25,8.61479999999996
22,9.232
22,8.128
15,8.152
24,8.626
21,8.448
19,8.78039999999998
21,8.888
19,9.004
21,8.56
23,9.374
26,8.93159999999999
23,7.81639999999998
20,8.296
24,9.962
35,8.054
29,8.392
19,8.206
37,8.088
19,8.988
23,8.484
24,8.972
29,8.08779999999996
23,7.83979999999998
30,8.784
23,8.804
18,8.772
27,8.754
26,8.65
30,8.034
31,8.434
22,8.09139999999996
19,8.358
16,8.05
18,8.054
31,8.436
29,7.708
26,8.946
20,7.652
24,8.724
20,8.204
33,8.108
22,8.34519999999998
25,8.632
22,8.28
23,7.976
17,7.67599999999997
18,7.714
22,8.804
25,8.14
24,8.184
18,7.736
