"pb","quant_boot"
4,5.098
9,5.25519999999998
5,5.1
7,4.744
13,4.722
8,5.052
8,5.092
10,4.536
8,4.802
9,5.074
10,4.75
13,4.52
9,5.448
12,4.892
13,4.934
9,5.178
8,4.96
8,5.086
6,4.554
8,4.69
8,5.328
8,4.912
10,5
6,4.994
4,5.394
9,5.042
10,4.754
4,4.946
6,5.246
8,4.944
10,4.408
11,4.758
9,4.898
6,4.97
4,4.684
9,5.092
10,4.81
9,5.47
6,4.786
6,4.8
8,5.256
7,4.838
14,4.752
8,4.556
12,4.948
6,4.96
12,4.852
6,5.182
5,4.636
13,5.148
7,5.22
9,5.022
11,4.80919999999998
6,5.468
5,5.352
5,5.256
7,4.972
10,5.124
11,4.596
11,5.052
7,4.634
7,4.714
9,4.876
3,5.362
11,5.38479999999999
12,4.73539999999997
8,4.946
10,4.79
8,4.934
9,5.206
13,5.29
9,5.458
14,5.416
16,5.3
5,4.87219999999999
8,4.514
4,5.31
10,5.214
11,4.86
4,4.942
9,5.368
11,4.918
11,4.734
8,4.716
10,5.228
11,4.578
7,5.04
10,4.944
9,5.342
8,4.89019999999999
7,4.908
7,5.072
8,5.18
10,4.616
11,4.76239999999998
7,4.87579999999999
13,4.788
4,5.06
9,5.084
6,5.02
10,4.94
6,4.892
6,5.262
7,4.864
8,5.398
12,4.946
11,4.78
9,4.91719999999999
5,4.854
7,4.70839999999997
9,4.71559999999997
9,5.072
4,4.822
8,5.01
9,4.71
8,4.524
8,4.23899999999997
6,5.214
7,5.08
6,5.248
9,4.928
6,4.532
9,5.23
9,5.104
10,4.8
6,4.79
11,4.904
6,5.184
6,4.994
11,4.77499999999998
7,4.586
8,4.566
11,4.9766
5,4.9
7,4.906
4,4.898
6,4.85239999999999
3,4.79479999999998
8,4.812
7,4.614
12,5.372
7,4.794
9,5.792
7,5.226
8,5.406
7,4.716
19,5.028
8,4.784
8,4.87
8,4.88299999999999
9,4.01
6,4.79
2,4.752
5,5.068
5,5.218
8,5.044
5,5.188
5,4.988
2,5.146
11,4.68139999999997
7,4.814
9,4.62739999999996
7,5.076
11,5.36
4,4.848
8,4.946
6,5.3
10,5.07
7,5.298
5,5.064
8,5.108
10,5.27
8,5.116
5,5.082
5,4.656
6,5.014
1,4.858
6,4.71
4,5.178
9,5.238
7,5.096
9,5.016
8,4.86319999999999
7,4.96
10,5.284
5,4.638
5,5.27
12,4.85779999999999
6,5.07
6,5.006
7,5.032
10,5.62
7,5.05
11,4.538
8,4.11479999999996
7,4.864
8,4.754
10,5.14
7,4.898
14,4.68
9,4.66
9,5.082
7,4.742
6,4.93
5,5.112
8,5.426
8,5.078
6,5.088
6,4.85
10,4.948
8,4.712
12,5.782
7,5.392
10,5.234
6,4.858
6,5.016
7,5.196
7,4.966
5,4.762
11,4.532
6,5.06
7,5.136
9,5.022
10,5.012
8,5.106
5,4.71559999999997
12,4.75
11,5.204
14,4.84
