"pb","quant_boot"
1,1.772
2,1.926
0,1.732
2,1.718
1,2.118
0,1.876
0,1.744
1,1.804
1,1.782
1,1.856
2,1.904
0,2.536
0,1.856
0,1.818
0,1.94
0,1.278
2,2.034
4,2.538
2,1.688
1,1.81
1,1.946
1,1.816
0,1.782
1,1.868
0,2.608
0,1.786
3,1.864
2,1.67599999999995
0,1.936
0,2.612
0,1.596
2,1.68
0,1.782
3,1.908
1,1.862
0,1.78
2,1.73
0,2.036
1,1.638
1,1.81
1,1.844
3,1.742
1,2.034
2,1.666
1,1.79
0,1.668
1,1.708
1,1.652
1,2.624
0,1.81
1,1.836
2,1.77
0,1.796
1,1.974
0,1.994
1,1.716
2,1.72
1,1.872
0,1.808
1,1.834
0,1.84
2,2.652
0,1.658
0,2.02
1,1.806
3,1.724
1,1.702
2,1.662
4,2.628
1,1.744
0,1.642
1,2.146
0,1.828
1,1.71
1,1.696
1,1.594
0,2.076
3,1.706
1,1.784
2,1.698
2,1.196
1,1.76
1,1.136
1,1.686
1,1.812
3,1.626
2,1.63
3,1.72
1,1.884
1,2.65
1,1.836
1,1.664
1,1.762
1,1.76
1,1.754
0,2.54
2,1.756
0,2.14
1,1.696
0,1.672
0,1.624
5,2.672
0,1.684
0,1.878
2,1.79
3,1.646
1,2.678
0,1.83
1,1.694
1,1.606
2,1.75
2,1.056
0,1.838
0,1.808
2,2.03
1,1.642
4,1.642
1,1.662
0,1.836
1,1.798
3,2.46
0,1.918
1,1.672
2,1.73
1,1.696
0,1.642
0,1.862
0,2.586
3,2.696
1,2.038
2,1.848
1,1.978
2,1.736
2,1.16399999999995
1,1.922
2,2.63
0,1.678
2,2.04
1,1.602
0,1.786
2,1.648
3,1.712
0,1.974
1,1.644
1,1.708
1,1.76
0,1.742
2,2.008
0,2
1,1.102
0,1.984
0,1.652
3,1.82
0,1.77
2,1.862
2,2.6
1,1.69
2,1.692
1,1.708
0,2.564
2,1.952
0,1.714
0,1.808
0,1.844
3,1.612
0,1.84
1,1.706
1,1.912
1,1.712
0,1.886
2,1.164
1,1.694
1,1.726
2,1.94
1,1.998
2,1.886
2,1.838
0,1.784
1,2.022
1,1.83
0,2.616
2,1.634
0,1.75
2,1.728
0,2.56
2,1.776
2,1.746
1,1.716
0,1.804
0,1.846
0,1.62599999999995
0,1.874
1,1.67
1,1.806
1,1.736
2,1.666
1,1.822
1,2.536
2,1.83
2,1.766
1,1.782
0,1.624
1,1.9
2,1.708
0,1.808
0,1.754
1,1.76
0,2.588
4,1.816
1,2.618
0,1.928
3,1.754
2,2.096
1,1.884
0,1.73
2,1.708
1,1.85
3,1.636
1,1.688
2,1.714
0,1.8
1,1.824
1,1.606
2,1.878
1,1.844
0,1.97
3,1.638
0,1.902
1,1.684
2,2.584
1,1.766
1,1.812
1,1.636
0,1.924
0,1.82
3,1.732
2,1.8
1,2.016
2,1.764
0,1.748
2,1.772
3,1.744
0,1.666
1,1.816
1,1.934
1,1.688
2,1.712
1,1.798
0,1.744
0,1.764
0,1.636
1,1.774
0,1.914
1,1.734
2,1.764
1,1.796
1,1.822
0,2.592
3,1.728
1,1.72
1,2.02
0,1.786
2,1.736
0,1.768
