"pb","quant_boot"
1,2.276
3,2.022
4,2.514
3,3.066
6,2.746
2,2.894
2,2.544
3,2.108
3,2.598
7,2.62
4,2.072
5,2.072
2,2.852
1,2.88
6,2.914
6,2.722
6,3.05
2,2.05
3,2.842
5,3.166
3,2.658
3,2.702
4,2.512
3,3.098
3,2.518
4,2.522
3,2.524
1,3.126
6,2.05
2,3.11
5,2.662
5,3.022
1,2.008
5,2.644
3,2.51
6,3.154
2,2.938
1,3.426
1,2.178
3,3.278
3,2.61
1,2.772
3,2.568
5,2.592
5,2.15
4,2.604
3,2.664
2,2.824
5,2.702
2,2.578
4,2.838
0,2.864
4,2.9856
0,2.986
3,2.102
2,2.07799999999995
4,2.558
4,2.07519999999996
3,2.594
3,2.56
3,2.994
3,2.528
3,2.756
3,2.77
4,2.158
3,3.016
5,3.394
4,3.042
3,2.818
1,3.01
2,2.502
1,2.83
5,2.142
0,2.39
5,2.576
3,2.786
1,2.524
3,2.404
3,2.652
4,2.61
5,3.266
1,2.76959999999998
3,2.624
1,2.08239999999996
6,3.022
2,2.18
2,3.154
1,2.784
1,2.896
4,3.18
1,2.584
6,3.062
5,3.17
3,3.27
4,2.782
3,3.016
1,2.77139999999998
1,2.672
1,2.36
4,2.638
1,2.748
3,2.636
3,2.672
4,2.6
4,2.522
4,2.806
4,2.776
6,3.22
0,2.05
1,2.51
2,2.244
4,2.576
2,2.77499999999998
2,2.8
4,2.668
4,2.854
4,0.91
3,3.298
3,3.324
2,2.646
2,2.54
4,2.674
2,2.512
4,2.67
5,3.078
1,2.826
5,3.491
9,3.364
2,2.848
4,3.142
5,3.45
6,3.016
2,3.024
8,3.248
2,2.552
1,2.792
3,2.588
4,2.58
1,2.684
3,2.618
0,2.228
3,2.214
0,2.716
1,3.096
4,3.02
4,3.226
4,2.762
1,2.758
4,3.158
5,2.518
5,3.058
3,2.744
2,2.824
2,2.504
5,2.992
5,2.702
3,3.516
1,2.602
4,2.992
4,2.604
5,3.138
4,3.028
6,3.016
3,2.734
5,2.756
2,2.036
4,2.89019999999999
1,3.114
5,3.032
2,2.784
1,2.632
1,2.118
4,3.24
3,2.162
5,3.18
5,2.576
3,2.844
6,3.048
3,3.022
4,2.512
5,3.048
3,2.244
3,3.26
3,2.232
2,2.668
4,2.85419999999999
3,1.532
4,2.76
3,3.304
1,2.73
