"pb","quant_boot"
9,6.254
6,6.118
8,5.68
14,5.698
8,5.534
7,5.63
3,5.84339999999998
14,5.522
5,5.684
9,5.668
6,5.654
11,6.532
10,5.338
11,6.054
11,5.72099999999997
5,5.658
4,6.024
10,5.946
8,5.5
8,6.07
9,5.236
6,5.80199999999998
9,5.718
2,5.61
7,6.164
10,5.922
9,6.36319999999999
14,5.574
13,6.474
12,5.968
9,5.86
4,5.812
5,5.384
13,6.336
17,5.71
7,5.188
13,6.208
7,6.088
6,6.128
7,5.732
9,5.906
12,5.75339999999998
9,6.352
12,5.894
15,6.038
10,5.804
10,5.65
11,6.316
16,5.712
6,6.342
11,6.336
12,5.924
10,6.328
10,6.472
8,6.14
16,5.24439999999997
12,6.486
10,5.56079999999996
7,5.804
8,5.958
12,5.512
9,5.672
7,5.226
7,6.208
9,6.094
12,6.37
8,5.878
8,5.986
10,6.346
8,5.896
9,5.614
11,5.22
7,5.42
10,5.59
6,5.146
11,5.21559999999997
13,6.27
10,5.634
5,5.762
11,5.518
12,5.722
11,5.068
9,5.222
9,6.306
11,5.594
6,5.396
9,6.396
12,5.698
13,5.92
11,6.362
11,5.728
10,6.19579999999997
5,6.312
18,6.14
12,5.544
12,6.246
7,5.736
8,5.57
11,6.266
10,5.736
10,6.374
15,5.198
10,6.106
13,6.102
9,5.688
10,5.9658
7,5.548
6,5.656
9,5.66339999999997
12,6.084
7,5.372
6,5.66
7,5.878
8,5.3
6,6.026
13,6.024
12,5.674
10,5.078
9,5.904
11,5.806
5,6.326
16,5.8
10,6.074
6,5.672
9,6.314
8,6.18
12,6.35
4,5.5
10,5.502
13,5.776
8,5.656
10,5.762
16,5.84339999999998
9,5.752
9,6.184
7,5.502
10,6.384
8,5.712
11,6.36
10,6.306
11,6.37
12,5.954
10,5.77679999999998
4,5.968
8,6.152
7,5.772
13,5.852
4,5.686
10,6.336
7,6.092
7,5.924
9,6.322
8,5.732
8,5.002
4,6.062
8,5.578
12,5.838
8,5.802
9,5.956
16,5.508
6,5.72459999999997
5,5.19
7,5.54
11,5.554
6,6.088
8,6.25
8,5.982
7,5.726
11,6.24
10,5.506
10,5.018
11,5.632
9,6.128
11,6.184
13,6.016
7,5.264
5,5.958
11,6.12
12,6.278
8,5.748
11,5.06
8,5.632
8,5.818
10,5.144
17,6.304
15,5.56
13,5.778
9,5.552
11,5.264
9,6.194
8,5.194
11,5.64899999999996
5,5.362
11,5.686
12,5.946
14,5.936
10,6.292
13,5.908
9,5.21919999999997
8,5.606
8,5.174
10,6.042
7,5.678
16,5.992
11,5.148
9,5.676
7,5.362
7,5.576
7,5.612
10,5.65979999999997
10,5.896
11,5.656
13,6.174
11,5.57
8,5.508
12,5.814
8,5.204
9,6.13279999999996
12,5.626
12,5.94
9,5.554
7,5.594
6,5.816
8,6.07
7,5.966
11,5.676
11,5.86
10,6.352
9,6.106
9,5.634
9,5.90819999999999
9,5.17
6,6.476
10,6.072
8,5.658
9,6.38
8,5.306
12,6.014
9,5.594
8,6.088
7,5.394
9,5.878
7,5.954
10,6.466
9,5.924
7,5.24079999999997
6,5.904
10,5.98
8,5.74
10,5.748
10,5.89
13,6.328
12,6.064
13,6.474
8,5.608
9,5.916
8,5.86
9,5.09319999999996
7,5.632
12,6.096
8,6.224
5,5.938
11,5.73
9,6.078
12,5.54
10,6.25
12,5.9658
6,5.9568
13,5.82719999999998
14,5.554
10,5.884
10,5.532
6,5.798
4,5.84
12,6.524
9,5.668
10,5.814
6,5.42619999999999
10,5.71739999999997
8,6.426
11,6.484
6,6.462
8,5.896
6,5.784
10,6.022
11,5.502
8,5.532
9,5.782
11,5.77
6,6.304
11,6.376
12,5.504
16,5.912
7,6.032
10,5.724
8,5.654
9,5.718
7,6.088
9,5.808
10,5.35
8,5.782
9,5.638
7,5.612
9,5.594
8,5.746
9,5.722
7,5.366
13,6.062
14,6.5
12,6.254
9,5.85
9,6.276
11,5.696
7,5.742
6,6.356
8,5.666
13,5.832
11,6.304
13,5.712
11,5.9
11,5.846
6,5.87
13,5.88
14,6.136
7,5.66
12,5.96
4,5.522
5,5.67779999999997
11,5.598
12,5.722
8,5.352
11,5.508
11,5.904
12,5.908
9,6.966
7,5.162
10,6.194
11,5.554
12,5.536
8,5.898
12,5.516
10,6.43
11,5.704
8,6.388
9,5.91
12,6.252
6,5.524
6,5.77
6,5.626
7,6.152
11,6.016
13,6.264
5,6.028
7,5.086
10,5.984
16,5.642
7,5.246
11,5.692
5,5.668
12,6.008
5,6.124
7,5.598
10,5.93879999999999
13,5.576
8,5.988
6,5.554
6,5.414
10,5.21
8,5.192
12,5.79
8,5.53
7,5.602
9,5.972
6,6.298
14,5.722
7,5.74799999999997
9,5.83
8,5.38299999999999
10,6.416
13,5.842
10,5.514
11,5.504
8,5.758
11,6.068
11,6.31
13,5.70839999999997
5,5.512
15,5.532
12,5.784
10,5.89
10,6.412
8,6.092
5,6.372
13,5.576
9,5.544
12,5.916
8,5.662
8,5.9766
6,6.464
14,6.344
13,6.174
5,6.454
11,5.954
5,5.042
10,5.564
4,5.154
8,5.746
6,5.652
6,5.568
12,5.818
11,5.59
10,5.536
11,5.964
8,5.16339999999997
13,5.682
8,5.82539999999998
9,5.65
13,6.502
14,5.6
11,5.99
9,5.874
9,5.514
14,5.964
17,6.282
9,5.724
13,5.684
9,5.798
8,6.134
12,5.546
7,5.918
11,5.508
12,6.258
7,5.62
12,5.774
6,5.932
15,5.504
6,6.332
9,5.9748
8,5.864
9,6.228
8,5.594
13,5.622
8,5.56
12,5.67599999999997
10,5.67959999999997
11,6.434
7,5.706
17,5.973
8,5.308
11,5.706
4,5.71019999999997
5,5.6
18,6.008
7,6.41
12,6.272
13,5.473
3,6.016
11,5.546
12,6.456
12,5.56
9,5.26599999999998
9,6.128
6,5.574
11,5.06079999999996
12,5.652
8,5.596
12,5.532
9,5.566
12,5.516
11,5.136
10,6.242
9,6.19
7,5.892
8,5.38
6,5.19399999999997
9,5.81279999999998
12,5.976
8,5.762
14,5.55
14,6.13
9,6.162
8,5.58
17,5.686
12,6.162
8,5.746
9,5.642
6,5.98
10,6.008
11,5.676
9,6.122
7,5.06619999999996
12,5.796
11,6
11,5.86
12,6.424
10,5.55
7,5.26959999999998
10,5.658
12,6.372
12,5.924
7,6.36
10,5.562
10,6.386
12,5.576
10,6.106
6,6.426
6,5.592
8,5.606
5,5.4
8,5.632
9,5.716
6,5.616
10,5.654
11,5.946
11,5.962
11,6.498
8,5.66
8,5.506
9,5.676
14,5.544
7,5.82
10,5.876
8,6.162
11,5.366
5,5.918
8,6.432
16,6.338
12,5.504
5,5.774
13,5.79659999999998
10,5.55
9,5.58
13,5.652
8,6.288
14,6.352
11,5.588
9,5.65079999999996
8,5.63
10,6.336
13,6.34
11,5.984
9,5.9802
9,5.616
6,5.638
8,5.594
12,6.248
11,5.22459999999997
12,5.764
14,6.104
6,5.566
11,5.664
6,5.47
4,5.434
7,5.942
11,5.66879999999997
6,5.55539999999996
6,5.81999999999998
11,6.122
12,5.8
13,6.316
17,5.692
10,5.146
9,6.384
7,5.694
9,5.592
8,5.838
10,5.642
19,6.26
13,5.584
8,5.91539999999999
6,5.536
7,5.824
9,5.674
6,5.24619999999998
11,6.33
10,5.602
9,5.584
9,5.642
11,5.854
12,6.264
11,5.646
11,5.984
5,5.754
11,5.92
12,5.89199999999999
15,6.276
10,5.776
10,5.93159999999999
6,5.938
6,5.808
4,5.608
11,5.54
9,5.622
12,5.848
12,5.514
14,5.606
12,6.014
9,5.812
4,5.88
10,6.33
6,5.314
9,6.17
7,6.428
4,5.684
6,5.648
8,5.886
11,5.516
10,5.566
9,5.9
5,6.48
6,6.218
10,5.278
13,6.03
7,5.558
8,6.69
14,5.978
9,5.888
8,6.472
9,5.602
12,6.404
9,5.89739999999999
9,6.124
8,5.64899999999996
9,6.42799999999999
12,6.094
10,5.886
8,5.698
13,5.888
10,5.59
10,5.596
9,5.804
10,5.076
9,5.592
13,5.722
8,5.506
10,5.58
7,5.748
13,5.624
5,5.936
6,5.192
7,5.87579999999999
12,5.802
5,5.27
13,5.748
6,5.064
11,5.034
5,5.854
9,6.024
13,6.01
8,5.892
10,5.676
19,5.53
10,5.876
13,5.628
12,5.084
16,5.786
14,6.158
9,5.988
7,5.518
6,5.07
12,5.844
11,5.012
11,5.778
11,6.186
8,5.366
7,5.546
8,5.674
13,5.908
8,5.728
12,6.106
9,5.742
9,5.9748
12,5.492
12,5.976
5,6.5
8,5.65799999999996
12,6.41
7,5.536
10,6.10579999999996
8,6.888
12,5.944
9,5.764
16,5.494
9,5.7
7,5.574
7,6.73
9,5.26419999999998
11,5.594
9,5.608
10,5.546
11,5.576
10,6.194
4,5.722
15,6.15
8,5.566
7,5.816
11,5.84
8,5.958
4,5.578
11,5.744
9,5.82539999999998
6,5.892
8,5.756
9,5.02
6,5.888
12,6.41
12,5.778
8,5.62
8,5.918
9,6.136
9,5.572
11,5.646
13,5.59139999999996
7,5.726
8,5.85239999999999
7,5.518
9,5.556
8,6.124
10,5.812
7,5.144
10,5.83
8,5.85
13,6.062
10,5.572
5,5.878
14,5.638
10,6.046
14,6.268
14,6.372
12,6.212
11,5.898
9,6.428
13,5.222
7,6.18
6,5.992
6,5.586
9,6.24
8,5.77
8,5.666
13,5.674
10,5.256
8,5.752
10,5.776
9,5.924
12,5.548
6,6.03
15,5.636
8,5.07519999999996
7,6.166
9,5.682
11,5.624
10,5.314
9,5.628
8,5.624
11,5.688
7,5.342
9,6.334
12,5.62
7,5.674
13,5.654
15,5.738
9,5.73179999999997
10,6.046
12,5.916
4,5.716
10,5.572
11,6.048
10,6.012
11,5.66
11,5.766
13,6.222
10,6.462
11,6.284
15,5.894
7,6.474
9,5.838
11,5.784
12,5.094
11,5.518
11,6.322
13,5.58419999999996
11,5.85239999999999
9,5.544
9,5.868
8,5.57
7,5.34879999999998
12,5.54
9,5.988
8,5.916
7,5.804
18,6.084
7,5.55
15,6.212
13,5.106
4,5.9
10,5.908
12,5.996
9,5.588
8,6.29
8,5.82
7,5.41
9,5.258
7,6.47
8,6.08
6,5.598
9,5.68
11,5.654
11,6.092
9,6.29
8,6.002
9,6.006
8,5.662
7,5.684
7,6.10939999999996
11,5.556
10,5.604
7,5.9604
7,5.566
12,5.742
7,5.602
9,5.692
10,5.98
8,6.042
8,5.586
7,6.262
9,5.4442
10,5.798
8,6.31
9,5.816
12,5.866
10,5.596
8,5.006
9,5.518
5,6.412
6,5.74
9,6.114
8,5.808
10,5.834
9,6.056
11,5.798
10,6.328
12,6.496
8,5.954
11,6.448
11,6.38
12,5.854
7,5.554
12,5.912
10,5.534
8,5.688
11,5.802
9,5.806
7,5.944
8,5.57
11,5.742
6,5.344
11,6.182
16,5.79839999999998
7,5.76599999999998
12,5.59
10,6.234
8,5.812
9,6.304
10,6.748
15,6.434
14,6.31099999999998
11,5.784
15,6.174
7,5.54
5,6.278
8,6.576
9,5.948
15,6.052
10,5.66
8,6.128
5,5.996
12,6.042
12,5.718
10,5.15619999999997
15,5.254
9,5.874
14,5.88
7,6.338
7,5.584
7,5.872
10,6.33
12,6.446
9,6.108
6,5.736
10,5.5
9,5.686
8,5.78399999999998
10,5.25
7,5.944
7,5.08
9,6.198
6,5.298
11,5.78039999999998
12,6.148
18,6.23719999999997
10,6.278
13,6.188
10,5.856
7,6.116
11,6.252
13,6.376
9,5.176
11,5.6
8,6.342
17,5.56799999999996
7,5.304
10,5.988
11,5.934
7,5.62
8,5.596
13,5.59499999999996
9,5.5
8,5.656
6,5.716
11,5.862
10,5.494
8,6.466
7,5.792
9,5.012
9,5.532
9,5.628
13,5.866
13,6.042
12,6.148
12,5.08
12,6.492
5,5.12559999999996
11,6.522
9,5.836
14,5.568
12,5.742
11,6.082
8,5.868
5,5.652
9,6.608
12,5.55179999999996
7,6.122
8,6.386
13,5.73899999999997
13,5.632
10,5.688
8,5.556
11,5.502
8,6.22
10,6.31
10,5.914
9,5.29299999999998
6,5.6
6,5.166
9,5.714
9,6.378
11,5.942
13,6.426
17,5.72
10,6.87
10,5.646
8,5.484
10,5.538
13,5.696
10,6.16
8,5.77
13,6.202
6,6.702
10,5.846
11,5.991
10,6.012
14,5.086
13,5.854
7,5.87
3,5.774
9,5.74619999999998
8,5.774
10,5.526
13,6.306
7,5.27139999999998
6,5.854
9,6.078
8,6.32
8,5.056
10,5.82
2,5.536
12,5.236
9,5.602
10,5.568
8,5.882
11,5.508
7,5.052
12,5.904
7,5.87219999999999
9,5.876
10,5.712
11,6.46
14,6.308
9,6.098
11,5.808
