"pb","quant_boot"
2,0.686
1,0.752
0,0.68
1,0.734
0,0.762
0,0.762
0,0.712
1,0.698
0,0.65
0,0.752
0,0.746
1,0.684
0,0.688
1,0.69
0,0.698
0,0.735999999999954
0,0.755999999999954
0,0.76
1,0.674
1,1.664
0,0.734
0,0.756
0,0.714
0,0.77
0,0.752
1,0.728
1,0.67
0,0.734
0,0.726
0,0.736
0,0.728
1,0.66
1,0.678
0,0.686
0,0.736
0,1.674
0,0.71
2,0.708
1,0.732
1,0.764
0,1.65
0,1.676
1,0.686
1,0.7
1,0.692
1,0.762
0,1.662
1,0.71
1,0.692
0,0.712
0,0.698
0,0.712
0,0.652
2,0.726
2,0.708
1,1.678
0,0.724
0,0.716
0,0.75
0,0.704
1,0.708
2,0.8
1,0.734
0,0.715999999999954
0,0.714
3,0.652
0,0.695999999999955
0,0.704
1,0.738
0,0.684
0,0.758
0,0.701999999999955
1,1.604
0,0.704
1,0.698
1,0.698
2,0.708
0,0.714
1,0.702
0,0.73
1,0.71
1,1.642
0,0.788
0,1.674
0,0.698
1,0.688
1,0.708
1,1.674
0,0.688
0,0.726
0,0.72
1,0.696
0,0.728
1,0.696
1,0.738
1,0.678
1,0.734
0,0.756
1,0.662
0,0.76
2,0.728
2,0.684
1,0.754
2,0.724
0,0.738
2,0.7
1,0.664
0,1.674
0,0.784
0,0.662
0,0.688
0,0.736
1,0.73
0,0.696
1,0.646
3,1.69
1,0.666
0,0.696
1,0.694
1,0.718
0,0.698
1,0.68
0,0.7
0,0.69
0,0.742
1,0.694
1,1.656
0,0.678
1,0.686
0,0.742
1,1.6
0,0.704
0,0.682
0,0.684
1,0.711999999999954
0,0.682
0,0.654
0,0.704
0,0.754
0,0.684
1,0.744
2,0.664
2,0.646
0,0.672
0,0.662
1,1.672
0,0.704
1,0.734
0,0.722
0,0.742
0,0.74
0,0.724
0,0.686
2,0.728
1,1.61
1,0.734
1,0.662
0,0.702
0,0.69
0,0.71
0,0.68
0,0.718
0,0.674
1,0.688
0,0.686
0,0.754
1,0.71
0,0.704
1,0.672
2,0.668
1,1.66
0,0.718
0,0.696
1,0.73
0,0.65
0,0.714
1,0.684
0,0.772
1,0.734
0,0.678
0,0.654
2,0.696
1,0.706
0,1.64
0,0.706
1,0.692
0,0.726
0,0.752
1,0.7
1,0.728
0,0.72
0,0.73
3,0.688
1,0.73
0,0.71
0,0.732
1,0.69
1,0.68
1,0.71
0,1.666
2,0.7
3,0.69
0,0.675999999999955
1,1.654
0,0.712
0,0.75
0,0.732
1,0.688
0,0.712
2,0.774
0,0.714
0,0.676
0,0.746
1,0.728
0,0.676
1,0.72
0,0.686
1,0.706
2,0.732
1,0.676
0,0.722
2,0.672
1,0.692
0,1.654
1,1.68
1,0.638
0,0.664
0,0.715999999999954
1,0.668
1,0.766
0,0.746
0,0.678
1,1.646
1,0.696
0,0.74
1,1.68
0,0.674
0,0.78
0,0.722
0,0.721999999999954
1,0.732
2,0.686
1,0.708
0,0.737999999999954
0,1.628
0,0.714
0,0.736
0,0.724
1,0.728
2,0.714
0,1.646
0,0.72
0,0.768
0,0.676
1,0.735999999999954
1,0.764
0,1.612
0,0.71
0,0.734
1,0.67
0,0.672
1,0.722
0,0.73
0,0.782
0,0.734
1,0.674
0,0.696
0,0.672
2,0.694
0,1.652
2,0.752
1,0.688
0,0.726
0,0.72
0,1.586
1,0.681999999999955
0,0.73
0,0.658
1,0.67
0,0.738
2,0.726
0,0.728
1,0.684
2,0.7
1,0.734
0,0.712
0,0.716
0,0.74
1,0.698
0,0.684
1,0.714
1,0.698
0,0.762
0,0.73
1,0.698
2,1.698
1,0.77
0,0.718
0,0.726
0,0.688
0,0.694
0,0.73
1,0.738
0,0.702
1,0.644
2,1.658
1,0.717999999999954
0,0.72
0,0.768
1,0.682
0,0.712
2,0.65
1,0.744
2,0.73
1,0.704
2,0.632
1,0.688
1,0.758
2,0.66
0,0.704
1,0.702
0,0.741999999999954
0,0.692
1,0.696
0,0.712
1,0.722
2,0.728
0,1.686
0,0.708
0,0.72
1,0.73
1,0.676
0,0.704
2,0.692
0,0.712
2,0.704
1,0.686
1,0.728
1,0.672
0,0.694
0,0.758
2,0.72
1,0.776
1,0.752
2,0.741999999999954
1,0.692
0,0.734
1,0.682
1,0.696
0,0.77
0,0.696
1,0.714
0,0.742
2,0.703999999999954
0,0.69
0,0.744
1,0.72
1,0.698
0,0.734
0,0.708
0,0.72
0,0.752
1,1.676
1,0.692
