"pb","quant_boot"
5,0.002
0,0
1,0.912
1,0
4,0
3,0
3,0
4,0
6,0
6,4.612
4,0
7,0
2,0.028
1,0
6,0
1,0.002
7,0.916
6,0
2,0.002
8,0
3,0
3,0
2,0.002
5,0
2,0
5,0
4,0
2,0
1,0
7,0
2,3.79999999999995
5,0
3,0.022
8,0.008
5,0.014
1,0.002
2,2.694
6,0.0985999999999594
1,0
1,0
3,0
4,0.004
5,0
3,3.718
4,0
3,0
2,0
2,0.002
1,0.01
0,0
5,0.848
4,0
2,0
3,0
2,0.006
4,0
2,0
5,0
2,0
5,0.002
3,0
2,0
7,0
4,2.304
5,0.012
3,0
3,0
4,0
4,0.932
2,0
6,0
3,2.258
8,0
2,0.002
5,0
6,0
4,4.606
4,0
1,0.004
3,0
6,0
4,2.92
7,0.002
3,0
2,0
2,0
1,0.002
1,0.78
6,0
1,2.816
4,0
5,0
5,0.01
1,0.046
1,0.006
4,0.038
1,0
2,0
0,0.004
3,0
3,0.916
5,0.002
7,0.834
6,2.738
6,0.044
1,0
3,0
2,0
5,0
4,0.038
2,0
6,0
5,0
0,0
1,0
4,0
4,0
1,0
1,0
2,0
3,0
3,0
2,0
5,0
2,2.472
5,0
2,0
4,0.002
3,0
3,0
2,0.002
7,0.022
1,0
2,0
2,0
5,0
7,1.616
4,0.002
3,0
0,0
4,0
6,0
3,0
6,0.006
8,0
6,0
3,4.992
9,0
0,0
2,0
3,0
3,0
9,0
4,0.876
2,0
3,0.048
6,0
6,0
1,0
3,0
7,0
1,0.012
4,0
2,0.004
4,0
7,4.676
12,0.016
1,2.036
4,0
9,0.902
2,0
3,0.038
5,0.004
3,0
5,0
4,0
6,0
6,0.002
1,0.006
4,0
5,0
2,0
4,0
4,0.006
3,0.002
3,3.84
1,0
6,0
3,0
4,2.042
5,0
1,0
3,0
1,0
1,0.008
0,0
4,0.006
8,0
5,0
2,0
6,0.936
3,0
2,0
2,0
6,0
7,0.004
5,0.012
5,0
1,0
1,0
3,0
3,0
7,0
6,0
4,0
4,0.002
2,0.002
5,0
2,0.93
2,0
5,0
6,0
3,3.368
4,0
7,0.002
1,0
5,0
5,0
6,0.01
3,3.65199999999995
4,0
0,0
0,3.118
7,0
4,0
6,0
3,0
3,0.708
6,0
3,2.816
3,0.004
4,0.014
1,0.012
6,3.37
3,0
2,0
9,0
