"pb","quant_boot"
3,1.922
4,1.756
0,1.868
1,2.012
0,2.034
2,1.814
1,1.934
2,1.86
2,1.866
1,1.828
1,1.892
0,1.842
0,1.91
1,1.834
1,1.75
1,1.79
1,1.796
0,2.008
2,1.726
2,1.722
2,1.886
5,1.892
2,1.81
2,1.94
2,1.822
0,1.982
4,1.818
1,1.766
3,1.862
1,2.686
0,1.764
2,1.926
0,1.816
2,2.554
1,1.762
1,1.878
2,1.83
1,1.896
0,1.836
1,2.68
0,1.792
1,1.722
0,1.93
3,1.994
1,1.688
0,1.802
0,1.782
1,1.922
0,1.69199999999995
1,1.812
2,1.872
1,1.928
2,1.958
0,1.768
1,1.778
1,1.892
1,1.754
3,1.9
2,1.88
2,1.824
1,1.788
1,2.004
1,1.962
1,2.016
1,1.80999999999995
1,1.844
2,2.094
2,1.876
0,1.78
0,1.942
0,1.622
0,2.054
1,1.808
2,1.922
2,2.524
0,1.902
1,2.008
0,1.88
2,1.754
2,2.01
0,1.732
0,1.86
5,1.868
1,1.788
1,1.752
0,2.038
1,1.712
1,2.016
2,1.718
0,1.878
2,1.786
0,1.588
1,1.738
2,1.834
1,1.888
2,1.838
0,1.792
1,2.098
3,1.918
0,1.826
2,1.83
1,1.912
1,1.998
1,1.86
1,1.864
1,1.878
1,1.742
3,2.084
1,1.92
0,1.73
1,2.002
1,1.908
2,1.68
0,1.964
3,2.034
3,1.828
2,1.858
0,1.9
2,1.93
0,1.88
1,1.96
0,1.712
1,1.774
1,1.738
1,1.878
0,2.62
0,1.788
0,1.848
0,1.10599999999995
3,1.896
1,1.918
3,2.012
1,1.924
2,1.92
1,2.028
0,2.054
0,1.95
3,1.902
0,1.64
1,2.026
2,1.89
1,2.056
1,2.14
1,1.9
1,1.95
1,1.844
3,1.762
0,1.81
0,1.798
0,1.584
1,1.804
1,1.714
4,2.018
1,1.9
3,1.874
3,1.84
2,1.912
2,1.902
1,1.806
0,1.942
0,1.994
2,1.804
0,1.9
0,1.9
0,2.068
2,1.91
4,1.864
0,1.762
1,2.038
0,2.034
0,1.852
1,1.844
3,2.006
2,1.912
0,1.83
1,1.922
0,1.954
2,1.93
1,1.928
0,1.758
2,1.814
1,1.97
1,1.802
4,1.756
1,2.082
4,1.75
4,1.73
2,1.946
0,1.784
2,2.006
2,1.848
1,1.902
1,1.908
3,2.686
0,1.898
0,1.984
2,1.776
0,1.782
2,1.946
2,1.838
1,2.106
0,1.904
1,1.802
1,1.9
1,1.766
1,1.932
1,1.942
0,1.88
1,1.77
0,1.726
0,1.74
1,2.628
2,1.878
0,1.97
3,1.798
1,1.884
0,1.918
0,2.044
2,1.75
1,2.066
0,1.714
2,1.826
1,1.93
1,1.952
0,1.98
1,1.62
0,1.91
0,1.898
0,1.866
1,1.756
0,1.93
3,1.868
0,1.742
2,2.068
1,2.006
2,1.802
0,1.812
3,2.08
0,1.82
0,1.946
1,1.942
0,1.738
2,1.836
0,1.944
