"ra","dec","redshift","x","y","z"
185.7767284,58.64470011,0.01481336,0.006773736166805,0.00304743121147765,0.0128166023517713
187.811028,58.18829978,0.01047247,-0.000558035761440666,0.000455459478395721,0.0104476686707319
187.2230375,58.25859207,0,0,0,0
185.9462515,58.26970464,0.01504974,0.00186889562573757,0.0012575238164092,0.0148802062169468
234.6868194,56.71399884,0.01059634,-0.00622641599330933,0.00839481146380019,0.00174393398989486
218.5898065,62.99569306,0,0,0,0
187.4475031,58.6283049,-0.000103797,2.5245537976933e-05,-4.38133832424465e-05,-9.06469385589262e-05
186.784472,58.65879551,0.01454125,0.00104423661808436,0.00739447085116554,0.0124771520099426
179.9488469,58.59898032,0.004246696,0.001251233601722,0.00150762433888268,0.00376774604281477
178.9368687,58.50460842,0.01061403,0.00395191496777638,-0.000532397257508472,0.00983649094385607
178.766711,58.48803754,0.01058719,0.00363942321551176,-0.00114205693508549,0.00987617824421558
176.9781213,58.36420421,0.004617278,-0.000557710895977618,-0.000969866123318228,0.00447968463048812
170.527683,57.91259236,0.01058899,0.00138296792199455,0.00167866049822101,0.0103632141673588
170.1354119,57.77736263,0.006168593,0.00182644223397801,0.00097281562389509,0.00581113397948249
170.1305667,57.7814135,0.006464108,0.00189701353754927,0.000998635255458444,0.0060982587269297
169.4013564,57.64006561,0.006018662,0.00269341744491895,-0.000672404997203665,0.00534019346628807
164.7197297,57.04275641,0.0274554,0.00513064140824502,0.0236209849969181,0.0130201603552097
188.6645679,58.18769261,0.01700315,-0.00114268359114876,-0.000194983494222719,0.0169635894070211
181.2462186,58.10722577,0.008675005,6.03511896301458e-05,-8.73424817613363e-05,0.00867435535211782
203.6266516,60.26398673,0.02980409,0.0209811453852564,-0.013652542660656,-0.0161766312299502
203.0677503,60.39377839,0.02308114,0.00741763438350107,-0.0159616502963443,-0.0149312907569813
197.3597658,60.92415676,0.02714457,0.00759968608773195,-0.00477067090823118,-0.0256186094653514
181.9485994,61.57647664,0.01801111,0.00539407834024959,-0.00145676387019131,-0.0171225535863625
176.7464763,61.3349779,0.000272739,1.37817572319851e-05,1.46900167858347e-05,-0.000271994170333539
166.6997825,60.26301773,0.004262534,0.00351412469932012,0.000695431926101956,-0.00231008617478708
163.104543,59.6855155,0.02772274,-0.0268029306398676,0.00708067221518917,0.000131541640153326
162.0237885,59.40780134,0.02799335,-0.00617519995331446,0.0261652323437481,0.00780225391516852
161.9305702,59.4111693,0.02817342,-0.00374035611727653,0.026823758049672,0.00776127146188094
161.6559528,59.37074166,0.02778458,0.00357820115847731,0.0261344932832921,0.00872740643441296
160.9197514,59.30722856,0.02800985,0.019895353282325,0.0167075583947558,0.0104682427980919
160.9258749,59.39206284,0.02837936,0.0206663273907307,0.0175719145592368,0.00833779376763511
159.8581516,59.11789902,0.02799861,0.0220019716378013,-0.00835890423137927,0.0151645681122845
156.6350239,58.3129026,0.0108324,-0.00187991081994872,0.00089563285235452,0.0106303653212306
156.2977039,58.15679912,0.007018423,-0.000185883846174612,0.000184598495543043,0.00701353206295541
156.2769351,58.15489915,0.006888208,-0.000169546559894654,0.000175516545693658,0.00688388388611252
155.6664215,58.09003454,0.006757555,3.12051915570502e-05,-0.000196379268243631,0.00675462885709119
154.5911489,57.93524061,0,0,0,0
154.1188938,57.68282114,0,0,0,0
151.3084608,56.98274941,0,0,0,0
247.6743022,43.38508227,0,0,0,0
244.4015871,46.08203744,0.01959204,-0.00791436383736791,0.00592512962824526,0.0169146006544598
243.7875708,46.77036189,0.01954877,-0.0056669821067336,0.0174423122013238,0.0067679736543822
243.7881633,46.77455542,0.01976282,-0.00574831127786823,0.0176570278873239,0.00676426921340365
243.1663452,47.19937529,0,0,0,0
240.3817403,49.24475429,0.02071856,-0.000540244102895651,0.0108170480831491,-0.0176623423007745
240.0668274,49.26497922,0.02064059,0.00291867805330369,0.0107543967636567,-0.0173740675784088
236.1649808,51.78730516,0.02798622,-0.00117117971554254,-0.000710875817645486,0.0279526654101928
242.5626181,47.06179789,0.02991024,0.023583619449514,0.0183027497459859,0.00185599090889866
240.3776165,48.61664084,0.01867669,6.66370094453206e-05,-0.00145462286084077,-0.0186198383773273
239.9786562,48.72200791,0,0,0,0
239.6943277,49.07793232,0.01953574,0.00434794723339443,0.00587020124659138,-0.0181185327642095
238.5438088,49.89494872,0.02441707,0.0222250714158171,-0.00490542245552553,-0.00884173843084917
237.8602094,50.16526556,0.02504616,0.0154745732998383,-0.0195337767173281,-0.00250584897611575
237.1895178,50.67978438,0.02821185,-1.87889171274727e-05,-0.0258250516853422,0.0113567087154905
236.2980919,51.1015413,0.01247592,-0.0065105642256275,-0.00525024431861417,0.00925721707130383
236.135867,51.24444802,0,0,0,0
232.8721267,53.03816824,0,0,0,0
230.9180911,54.22459087,0.02967583,-0.000223918493559468,0.0202980844708695,-0.0216469977943961
228.6681084,55.24347306,0.029564,-0.00609153104198945,0.00480777752107454,-0.0285273311207398
228.0244659,55.38080336,0,0,0,0
202.9979274,66.73254027,0.01559545,0.00404060374839029,-0.0105677394167913,-0.0107338001504495
196.9954681,67.38077492,0.02810622,0.00275327492719105,-0.00365253793097058,-0.0277315352356577
176.9673107,67.63462362,0.02109224,0.000966800966960333,0.00163999398866253,-0.0210061491907735
172.8557481,67.43919552,-0.01099155,-0.00114982639315708,-7.84846944444512e-05,0.0109309611114868
172.6697302,67.37206558,0,0,0,0
168.496218,66.94047973,0,0,0,0
165.1199829,66.53668347,0,0,0,0
162.2429846,66.09458921,0.01095387,-0.00473906299235761,0.0097865338534901,-0.00132374660183084
161.6591693,66.09444436,0.01154086,0.00151754714869553,0.0113555266775199,-0.00139302335487277
156.3485395,64.99869613,0.02960964,-0.0123742535955443,0.0110983212925572,0.0245037934485649
153.8603784,64.63581578,0.005535639,0.00127520600507937,-9.92341565632433e-05,0.00538584267920088
153.2948201,64.35237559,0.01529019,-0.000614827462571084,0.000460850530492112,0.0152708714294867
149.697113,63.52913173,0,0,0,0
147.5866094,62.75258872,0,0,0,0
139.1834247,59.77461575,0.01377418,-0.00794629567973347,-0.0111909583133231,-0.00116054800508817
240.6961439,53.45165399,0,0,0,0
235.2263347,56.86083957,0.01140887,-0.0100292640609293,0.00415913708101195,0.00350396287286317
226.5271617,60.92928581,0.02413867,-0.00743179175653588,-0.00256627276333735,-0.0228223159377075
225.0805983,61.47113512,0,0,0,0
210.8848199,65.19768228,0.028322,0.0186374844738349,0.00783835999099717,0.0198328003352804
204.0107535,66.30253449,0.01023845,0.00950956165529106,-0.00185619772211749,-0.00330887073533009
195.5476616,67.08311911,0.02766883,-0.00884773094570238,-0.00856079357616766,-0.0247789149081958
195.5579619,67.08189005,0.02794317,-0.00886780747291648,-0.00875885943016679,-0.025009300705033
193.481285,67.20340282,0,0,0,0
181.9484106,67.38377441,0.007757276,-0.00119652602812027,0.000323384879639353,-0.00765761572709335
180.3456112,67.24525259,0.007568116,0.000650185103927028,0.00213229875433553,-0.00723235377607778
179.0057197,67.2328845,0.02229583,0.00681590285279063,-0.000444080010393274,-0.0212238143752387
173.5279523,66.97476133,-0.000413601,-0.000164633389265286,-0.000150432640142434,0.000348326937114834
163.7261296,66.02897648,0.01150628,-0.01073863023134,-0.00408270247293454,-0.000638624075998328
163.3308938,65.91148832,0,0,0,0
162.835801,65.68178251,0.01075693,-0.0089046806960165,0.00518178431107979,0.00309310783522633
162.7625264,65.78155923,0.01077923,-0.00873145570415561,0.00597724858627995,0.00205571885652751
162.5230605,65.83760307,0.01082588,-0.00716124136533562,0.00798541532668576,0.00146609752136008
161.3706735,65.66917497,0.000557181,0.000217414448664619,0.000485093791321454,0.000166930038921212
158.8926836,65.01863235,0,0,0,0
158.1452602,65.04109233,0.005602959,-0.00161595528771738,-0.00292198723605336,0.00449931424287307
158.087218,64.86815985,0.005768322,-0.00138242618410856,-0.00218935183014009,0.00515452957165223
156.2656095,64.64813486,0.02238886,-0.00373574685259255,0.00395598289691971,0.0217176298631371
142.5376697,60.4681571,0.01354721,0.00380083151469832,0.00887095266569216,-0.00950719608423142
142.5268194,60.44815091,0.01365879,0.00400559587384992,0.00907555985287056,-0.00938892748488669
141.9739414,60.4056889,0.004395213,0.00273383790257874,0.00187945172862015,-0.00288299997183135
137.0076492,58.10286298,-0.000318992,-1.80765697357758e-06,4.97728938653719e-06,-0.00031894804440634
233.5556644,57.28529481,0.01118355,0.00392053134401717,0.00729764017009775,0.0075130335105638
227.9207498,59.80891991,0.008216987,0.00126189578383486,-0.00806103448890433,-0.000972737044428598
223.8155841,61.31423557,0.02390509,-0.000918813307299824,-0.000877679956487349,-0.0238712963181393
223.1755973,61.56742148,0.01001645,-0.00299826277384554,-0.000369192997521575,-0.00955004646439236
222.2789171,61.79088088,0.01000618,-0.00361575013021044,0.00353539039358355,-0.00863429232498184
212.4285649,64.49334584,0.02917233,-0.000958073119309126,0.00246238099739876,0.0290524286996906
211.1768354,64.76283673,0.02544334,0.00691541533624361,0.00570902571118901,0.0238106616143237
206.4665022,65.38597851,0.005662875,-0.00300823395044082,0.00362869155056766,0.00313867478338854
203.7408956,65.76879925,0.02160726,0.0189324882193657,-0.00944210032762024,0.0043910495253792
199.4768248,66.27186303,0,0,0,0
199.2182045,66.27997868,0,0,0,0
199.3673748,66.27486086,0,0,0,0
193.044373,66.79175832,0.02790011,0.00310523292689421,0.0188139037318479,-0.0203669018962284
193.0460922,66.79106324,0.02795248,0.00308093633910065,0.0188685323821063,-0.0203918477625304
182.723171,66.92404174,0.02255523,-0.0114357542311055,-0.0064086615148787,-0.0183545902462126
181.3249417,66.95974409,0.008513751,-0.00296616785442495,0.00364286409772195,-0.00710037643473256
179.544912,66.98468837,0.02927239,0.0138240188367816,0.00709411947528487,-0.0248081194043964
177.1686185,66.70526126,0,0,0,0
170.6558004,66.28148718,0.01372957,-0.0069607456086415,-0.0110779500800305,-0.00416270765019972
164.4247746,65.59439263,0.01149417,-0.00520206760860626,-0.00932543620806442,0.00425331354519163
164.0178699,65.41520869,0.005710164,-0.00384082019834383,-0.00295054368719819,0.00302462643326824
161.827745,65.11403653,6.16e-05,-1.43640578961827e-06,4.01920622799864e-05,4.66593492034474e-05
158.4150366,64.68803997,0.006158714,-0.00040438265305259,-0.00168606129389787,0.00590960490362305
158.3451526,64.50161957,0.01081232,-0.000321100192365285,-0.00101895469584884,0.0107594093600286
157.4941634,64.2899754,0.02303184,0.0023702767950489,0.00104298925452491,0.0228857950509786
175.049606,3.567649962,0.02307994,-0.0133975399492511,0.0161927553427889,-0.00953856530723582
202.9068803,60.49389664,0.0227509,0.00427521016756296,-0.0152015234327404,-0.0163780253436429
255.8938509,31.36427,0,0,0,0
252.3733498,35.39112214,0,0,0,0
247.8642373,40.43533218,0.02748619,0.0239637449778788,-0.00798343613214893,0.0108394794559144
247.7835312,40.38811276,0.02925151,0.0242062677757061,-0.0102996056377305,0.0127916207479014
247.8004504,40.42190831,0.02700872,0.0228649605523959,-0.00927521587870073,0.0109833922528188
247.733493,40.44205334,0.02699468,0.0223759989494696,-0.010873120722562,0.0104786766849794
247.8443874,40.55071363,0.02714128,0.0245067500861199,-0.0087084526809334,0.00776087186846982
247.5745764,40.60258488,0.02885182,0.0229610709301366,-0.0160904528745981,0.00680544380213165
247.5460548,40.61789431,0.02802485,0.021926787334702,-0.0163174405589513,0.00619268506435976
247.4595301,40.67628851,0.02962009,0.0218466239769635,-0.0194054280040092,0.00484810441291026
247.5996861,40.66568406,0.02926902,0.0240110907688627,-0.0159426500767031,0.00509656358555768
247.4896916,40.63070312,0.0299853,0.0225031598518904,-0.0188056866286722,0.00625077300775263
247.4919391,40.62853856,0.0288322,0.0216683227400894,-0.0180254654241114,0.00607142015639572
247.5351117,40.80881607,0.02818866,0.0224170505246833,-0.017066595013457,0.000898739682021396
247.362388,40.77141278,0.02939185,0.0199299394639261,-0.0215066781736266,0.00203498238881585
247.4486681,40.87199398,0.02803188,0.020744259633091,-0.0188332931238735,-0.000876959930426056
247.4437677,40.87487019,0.02823329,0.0207981450103343,-0.0190689726526874,-0.000964422274872107
247.4043303,40.84834808,0.0262606,0.0186409449892083,-0.0184957831003291,-0.000200723129932813
247.3739933,40.85836806,0.02892011,0.0198989774006188,-0.0209795743147591,-0.00051080563158835
247.5238274,40.79804012,0.028753,0.0226588425736894,-0.0176580834597415,0.00122635669752528
247.4371546,40.81161124,0.02933822,0.0214840311808519,-0.0199609424760488,0.000853423960558101
247.3491365,40.87495789,0.02746189,0.018386725568512,-0.0203764379742761,-0.000940478984776773
247.0115115,41.14181068,0.02905702,0.0107164229562635,-0.0255969725548372,-0.00861763809461631
246.9311531,41.30755182,0.02976422,0.00826322021596907,-0.0252620876973125,-0.0133960781217524
255.1333854,31.24201934,0.02375191,-0.0184177887366241,-0.0144238522361911,-0.00410983860628441
248.1096989,39.51777218,0.02906936,0.00711104496724183,-0.000542345881253583,0.028180961502911
247.8539448,39.69293542,0.02836993,0.0110109882604692,-0.00379461790985749,0.0258691310378006
247.8315341,39.79051678,0.02896521,0.0135127474961942,-0.00499826661306086,0.0251278008650371
247.823569,39.79400072,0.02915288,0.0136421082486778,-0.00517001164257051,0.0252399341211787
247.7161794,39.90972455,0,0,0,0
247.6843309,39.89992645,0.0293429,0.0151589837754643,-0.00831071738714723,0.0237095543571822
247.7249092,39.8475642,0,0,0,0
247.7146891,39.98963028,0.02535767,0.0148941393552885,-0.00758691014767254,0.0190686872937098
247.4796198,40.08068016,0.02878374,0.0158732753090872,-0.0135389904402545,0.0198302434984602
247.4245759,40.27481243,0.02708946,0.0165548579976024,-0.015773825188678,0.0145245295513434
247.3130284,40.2409608,0.02950143,0.0156513478888701,-0.0186573467699154,0.0166515192343998
247.3172862,40.26015784,0.02820905,0.0152361810191323,-0.0180061780514802,0.0154721311341755
