"dim","birth","death"
0,0,0.00166863488351808
0,0,0.00191925002461876
0,0,0.00213052073665286
0,0,0.00224134888683807
0,0,0.00228327110542506
0,0,0.00243308238182806
0,0,0.00255918540136354
0,0,0.00256278238676056
0,0,0.0026966681283729
0,0,0.00298156134087279
0,0,0.00307108658446325
0,0,0.00319982537376722
0,0,0.00329731139414025
0,0,0.00338024742009512
0,0,0.00369960544493694
0,0,0.00376989992066771
0,0,0.0041258205231993
0,0,0.00415417416542006
0,0,0.00418524996675408
0,0,0.00419575138681377
0,0,0.00457677312571917
0,0,0.00459867267080296
0,0,0.00469892038852139
0,0,0.00480175903366725
0,0,0.00494359947452905
0,0,0.00538523307213857
0,0,0.00543915333710667
0,0,0.00576505669611388
0,0,0.00581632913506314
0,0,0.00605791078001004
0,0,0.00626855659310587
0,0,0.00633248232933421
0,0,0.00638322539535584
0,0,0.00651758409727356
0,0,0.00654758170446692
0,0,0.00655364897073423
0,0,0.00670904973914054
0,0,0.00684229172050037
0,0,0.0068606935299619
0,0,0.00707593873324979
0,0,0.00722829758369379
0,0,0.00731666325342887
0,0,0.00755320176313048
0,0,0.00776308750316663
0,0,0.00778147829275857
0,0,0.00784168617399087
0,0,0.00800320111771923
0,0,0.00802594337771316
0,0,0.00806448161496719
0,0,0.00812609643154157
0,0,0.00822256872831012
0,0,0.00826092889542399
0,0,0.00838912024580065
0,0,0.00847516571485173
0,0,0.0104161325710475
0,0,0.0117379623276991
0,0,0.0130883841126789
0,0,0.0131055834451471
0,0,0.0133063847132225
0,0,0.0140878715994966
0,0,0.0149600878690481
0,0,0.0193157422970071
0,0,0.0203054311336328
0,0,0.0203261251454639
0,0,0.0205223766637426
0,0,0.0215026853813055
0,0,0.0224859309288601
0,0,0.0255046072693199
0,0,0.0257771590763685
0,0,0.0286121958338501
0,0,0.0290606606831663
0,0,0.0294507715095399
0,0,0.0296074456420565
0,0,0.0306813891486315
0,0,0.0311260856969104
0,0,0.0317616677230918
0,0,0.0320964372259334
0,0,0.0324751469038175
0,0,0.0328977570025921
0,0,0.0332825197695565
0,0,0.0342769997687964
0,0,0.0345976044707152
0,0,0.0347119523617175
0,0,0.0352424339235699
0,0,0.0356801629574684
0,0,0.035755838775625
0,0,0.0362587630353355
0,0,0.0370068032344912
0,0,0.0377566439883315
0,0,0.0385893145769806
0,0,0.0396982423638617
0,0,0.0409638565498189
0,0,0.0411344214881502
0,0,0.0414190193851332
0,0,0.04196323892039
0,0,0.0424887694575362
0,0,0.0438333465768777
0,0,0.0443900353211037
0,0,0.0467601405606441
0,0,0.0478596622873969
0,0,0.0483666148844329
0,0,0.048447408625531
0,0,0.0486957494121445
0,0,0.0490248382677751
0,0,0.0511376234209482
0,0,0.0513388410922466
0,0,0.0521943418700902
0,0,0.0523463554444759
0,0,0.0524341932462658
0,0,0.0540127577532205
0,0,0.0540380841036636
0,0,0.0544279188188476
0,0,0.054602581438948
0,0,0.0547244109479808
0,0,0.0547703264673623
0,0,0.0554957656141791
0,0,0.0559405055286831
0,0,0.0559964852970779
0,0,0.0560368001504745
0,0,0.0561590449509942
0,0,0.0562110945561853
0,0,0.0565571356476809
0,0,0.0571221438271993
0,0,0.0571344949496922
0,0,0.0575334931884175
0,0,0.0578741401253952
0,0,0.0587432711344992
0,0,0.0591068209349982
0,0,0.0594939755301119
0,0,0.0595491518682705
0,0,0.0604185020612838
0,0,0.0604266380070912
0,0,0.0604842089798631
0,0,0.0606298141439354
0,0,0.0606340942150769
0,0,0.0608040778771535
0,0,0.0616681061410205
0,0,0.0620747763530205
0,0,0.0626343515572304
0,0,0.0642338758287356
0,0,0.0647913501579731
0,0,0.0648815515245681
0,0,0.0650068911794782
0,0,0.0651246380214788
0,0,0.0651357661974892
0,0,0.0652596091148173
0,0,0.0652645322016243
0,0,0.0655424938397325
0,0,0.0656437047292323
0,0,0.0663231650973805
0,0,0.0669105809849768
0,0,0.068455310315881
0,0,0.0684966853275245
0,0,0.070967391858267
0,0,0.0717983462511824
0,0,0.0718987929317172
0,0,0.0722186528666321
0,0,0.0725608072481428
0,0,0.0727008400685868
0,0,0.0732583979365527
0,0,0.0732734715771802
0,0,0.0733047067510655
0,0,0.0739362638909814
0,0,0.0749409879219756
0,0,0.0752349726873374
0,0,0.075788432811581
0,0,0.0758423006149363
0,0,0.0758952335310347
0,0,0.0772114386578945
0,0,0.0776706106967664
0,0,0.077748494979141
0,0,0.0781528350695417
0,0,0.0786514941313839
0,0,0.0788006111201741
0,0,0.0789553453300236
0,0,0.0799220873037256
0,0,0.0801957343026671
0,0,0.0811522329196101
0,0,0.0812830491625712
0,0,0.0814446846309132
0,0,0.0816287572241096
0,0,0.0816844548017728
0,0,0.0831756949859585
0,0,0.0831871675297831
0,0,0.0833799326354206
0,0,0.0838913743700914
0,0,0.0839957250446134
0,0,0.0849711466734441
0,0,0.0858466114283762
0,0,0.0859488463311789
0,0,0.0860369696276782
0,0,0.0860835423985989
0,0,0.0865902496624009
0,0,0.0872521563446948
