"x","y"
61.5518747281528,91.1895991508572
20.2881287480342,117.724825242231
87.3436573632688,72.6924957879996
-32.4780423423712,6.35853237199399
-38.7286295230682,101.988266360487
-38.7229867252748,101.981226484352
-38.7269083563666,101.991642439157
-39.1032644205701,101.791640648481
-39.7322810755377,101.370387376305
-39.7291316138759,101.370307175691
-50.0694930739781,96.044036684973
50.6210611380285,-0.546255405671255
46.2046236181523,-0.718904298762532
38.0374055651042,-0.613388271484685
-34.215743931742,8.78776687569735
-34.2370426041146,8.77049352842272
-34.2375520070436,8.77738887621544
-34.4003458038751,8.8452056958488
-38.4115224607074,8.76071308532199
-94.6589624734827,5.65115072561963
-31.6131946340373,7.95729068161707
-32.7342459659889,7.95944473523767
55.0793886532466,4.1733383979707
54.0083007740957,3.40599392431518
52.7384723665782,3.57036351457988
52.4932632599399,3.29883490783443
52.6173710440617,3.42218784984957
51.8777732764682,3.33910698826851
51.4783115113594,3.47651651308245
8.2277738938874,-0.734055312741124
-9.0051137622142,105.089265230521
-6.80493648728186,103.150466695802
17.6871174724458,114.414225284195
-30.7208628204548,99.4639609506486
-28.5500798126996,98.2299534170436
-49.2532048726893,92.331813464004
107.918507962086,65.1212257069956
74.5195822570684,104.128976122176
78.9593957460069,100.389160145252
76.406610905137,102.517022321136
-29.4237561535965,108.799000650975
-34.7807699012792,9.21542029868121
-42.23278181221,8.96420702197124
-82.871892460493,5.22920055882251
-83.8604716568641,5.18430039396379
-33.8107349161778,108.297437915613
-48.3997633154802,100.834300875917
-41.5419648279306,9.01073343424552
-41.5667490856418,8.95757037387537
23.0010923617888,6.58190036442838
6.44248866529933,7.12653455430921
-17.9637293578653,6.89041673465636
-23.1886164101686,-0.106234738938806
89.403391824617,73.4196421104818
-71.2549296976168,0.752874530492
-79.3439161421315,0.383952217317708
-26.832208554161,-0.176504550348332
-26.8345207513857,-0.153388939154036
-27.4729084955379,0.688926485242455
-27.9035866644896,0.763035424802376
-32.4095551484559,0.712104068316688
-32.413463892007,0.483273903251121
-37.2182681901261,0.749203665484462
-74.8730454855782,0.743732183983259
8.79105027126539,2.00387164989166
8.23310406985377,2.26526358611155
-4.95104002448444,2.01004893133661
63.654626836406,6.79081045288032
63.0066642227559,7.07446690672201
-32.8898538225842,1.29263568960237
-69.7773110491711,1.25980922733631
-72.5943247249613,1.28924214384953
-75.1347965624302,1.25077945253297
-77.5430237158037,1.40542594895308
-77.997545458421,1.14403293115192
-79.7401874847961,2.20321659899083
-80.0895048236646,2.45260265412575
53.8318280393393,1.36349692782664
53.7994631665814,1.33085527962351
60.2166821761676,0.499339527798244
52.7490386497083,0.393132724558454
-8.27984123818535,-3.51694343778054
-28.1847948150616,-3.807819059393
-82.9786453180811,73.192466126713
-50.5818062351198,91.5363031526521
-4.47438801988903,-4.3461388996711
-39.2421821020672,110.640211107296
-56.8903513884698,99.9375920406519
53.7310667521737,1.61980977114016
52.9781099866479,1.61171058704136
-89.784237938294,6.52663369211592
-36.7879536085109,7.73452098721959
-96.0103606814633,71.2496957347353
-34.8209793191602,9.26598120358507
-34.0210614358302,7.78184361236042
-33.9944879613474,7.80037771983591
-34.0973135219409,7.81409331914351
-34.1242479075521,7.81164510268497
-85.29786043374,5.22433111999254
65.0400165769327,7.83283344331032
62.9224486569909,7.86768612174455
56.4492144462925,8.28759608816394
