"dim","birth","death"
0,0,0.00133469631224863
0,0,0.00133554473859239
0,0,0.00134627140299497
0,0,0.00140476280435078
0,0,0.00157760101539731
0,0,0.0019210111611962
0,0,0.00196896005342303
0,0,0.00198351244178182
0,0,0.00210234808861128
0,0,0.00217284850650789
0,0,0.00231366854248326
0,0,0.00233268485470094
0,0,0.00244339038047693
0,0,0.00249580866091508
0,0,0.00251714919773392
0,0,0.00253581031777288
0,0,0.00254438185285501
0,0,0.00256488405507641
0,0,0.00282864414547951
0,0,0.00286488675597192
0,0,0.00291905975610047
0,0,0.00298983911783576
0,0,0.00302336158109073
0,0,0.00307240913417442
0,0,0.00315048264525931
0,0,0.00318041710580021
0,0,0.00349645933038309
0,0,0.00352967386033713
0,0,0.00355330450738002
0,0,0.00378950155030728
0,0,0.00380872519095071
0,0,0.00396145298734811
0,0,0.00401903614918036
0,0,0.00403603260883787
0,0,0.00409501425858611
0,0,0.0041438083621334
0,0,0.00417105857802632
0,0,0.00423372270910728
0,0,0.0045563286255836
0,0,0.00459665841716028
0,0,0.00461093448834631
0,0,0.00473814163792215
0,0,0.00480968096720462
0,0,0.00482503392885935
0,0,0.00491592869710341
0,0,0.00501862566204584
0,0,0.00503702709740679
0,0,0.0054829579651688
0,0,0.00556430409391872
0,0,0.00562734991650984
0,0,0.00574086190109212
0,0,0.0057588379087538
0,0,0.00580666893797448
0,0,0.00595911768249574
0,0,0.00605852696406494
0,0,0.00618218550193918
0,0,0.00626608316033564
0,0,0.00657142101521109
0,0,0.0066267673187378
0,0,0.00691391024941559
0,0,0.00691413859613406
0,0,0.0073431481912762
0,0,0.00735975032356362
0,0,0.00740801593084144
0,0,0.00763947512024041
0,0,0.00764474630986957
0,0,0.00773575647230432
0,0,0.00792626186614625
0,0,0.00803221153701449
0,0,0.00822828418602295
0,0,0.00837502083276531
0,0,0.00883799027802316
0,0,0.00902225154426554
0,0,0.0096071700822086
0,0,0.0100539143745776
0,0,0.0107272840685431
0,0,0.0108233196757137
0,0,0.0114194749090297
0,0,0.0114956378440301
0,0,0.01196579390961
0,0,0.012230687891093
0,0,0.0136471950460823
0,0,0.0141495293941368
0,0,0.0143810289309856
0,0,0.0196692857241704
0,0,0.0197163407735156
0,0,0.0199362968446318
0,0,0.0204916883369776
0,0,0.021006074118433
0,0,0.0232309650443542
0,0,0.0240756268329212
0,0,0.024151501435795
0,0,0.0248017528526267
0,0,0.0248108582303329
0,0,0.0270454227565516
0,0,0.0282933427802922
0,0,0.0284737374808297
0,0,0.0289869205188163
0,0,0.0291216899540431
0,0,0.0292427425347284
0,0,0.0292969616903324
0,0,0.0293108929453757
0,0,0.0297936974596861
0,0,0.0311740832351793
0,0,0.0316841086227707
0,0,0.0317230680696382
0,0,0.0321243137362525
0,0,0.0323984982058822
0,0,0.0327224837760564
0,0,0.032799130356559
0,0,0.0329582731386664
0,0,0.0350483090278127
0,0,0.0370362016909922
0,0,0.0387000387170174
0,0,0.0389513205905565
0,0,0.0398833235900858
0,0,0.0401554687366882
0,0,0.0407138478246714
0,0,0.0428748698053953
0,0,0.0440855244203645
0,0,0.0444182714912639
0,0,0.0446459924913078
0,0,0.0449105512090853
0,0,0.0459669684235805
0,0,0.046236864631846
0,0,0.0466035070405468
0,0,0.0469303942363657
0,0,0.0474346718491913
0,0,0.0474573821812619
0,0,0.0477949566341618
0,0,0.0481890671516914
0,0,0.0482376291686742
0,0,0.0482439305617446
0,0,0.0491128305142149
0,0,0.0494187476448532
0,0,0.0499569821633708
0,0,0.0503269023560034
0,0,0.0503944294887123
0,0,0.0507118525938204
0,0,0.0519550352018257
0,0,0.0526720346515864
0,0,0.0527932127395106
0,0,0.0539883973873098
0,0,0.0544542126983113
0,0,0.0555236353880413
0,0,0.0570091078119311
0,0,0.0570771923799123
0,0,0.0585438119925914
0,0,0.0585850775195936
0,0,0.0586563757678302
0,0,0.058981259546275
0,0,0.0593197342550078
0,0,0.0599298576502387
0,0,0.0609927497579446
0,0,0.0621703990738423
0,0,0.0624348568181934
0,0,0.0625262521836353
0,0,0.0626546326336224
0,0,0.0631891820685342
0,0,0.0632632633371362
0,0,0.064100289399975
0,0,0.0641730485975112
0,0,0.064600328103077
0,0,0.0648568594256097
0,0,0.0648568893576107
0,0,0.0651259423993791
0,0,0.0662538626393947
0,0,0.0666059624689134
0,0,0.0668202131328355
0,0,0.0673987304313978
0,0,0.0681933101185651
0,0,0.0689222861317375
0,0,0.0690910040892476
0,0,0.071407076981934
0,0,0.0723706541174855
0,0,0.0724530473758356
0,0,0.0725645868792709
0,0,0.0738656106816371
0,0,0.0740544403329757
0,0,0.0746345937456483
