"x","y"
19.4597859322254,126.933269421958
82.5921200440976,99.1256668400819
56.5414986799876,114.212566669951
52.4355325436661,116.358625278916
100.723722694419,85.0689686591448
99.7739150789944,85.6759495792673
100.013706884195,85.6536135609924
99.8903187592521,85.579933651604
99.4764624463015,85.8763086203406
99.5354463467411,85.9609781258015
97.9871518464935,87.0055714671027
101.671589987355,83.8175980191967
101.289851666661,84.0407080382043
100.186982797619,84.7590243557861
99.6841846188391,85.2290972759327
98.2163163125279,86.1847018748003
98.0385360896683,86.1721576912662
41.6058427950669,122.490862813444
40.5765764573195,123.056217051435
100.104385567225,85.5452434158458
100.337488356043,85.3665460862337
99.8316525544351,85.6415702947021
99.4645071673068,86.0212691672631
98.4255262429148,86.7218673540178
103.303504801198,82.634783723736
101.541260341425,83.9903395055472
99.4384751489435,85.2832058165572
98.9571662776117,85.443456598008
98.7970498181909,85.6791231433933
98.1312767019764,86.1718500680072
40.4252131195004,123.140920404932
-30.7315200557329,6.68165095850293
-36.1214335749601,6.7358403616029
70.5347749486017,-0.634370981073728
51.6634860418233,-0.821369959805195
51.6647555505747,-0.826674871829429
50.7913971498859,-0.606102690998313
50.7690046440418,-0.521785601102041
-72.6084425805093,6.88256159198601
-73.1075254555113,6.61753628525587
-82.5597820324487,9.04186073359589
-36.6697937304329,9.54763710425844
-32.3095423367207,5.38213386843988
-32.7300473489092,5.36742881739108
67.0963434855946,3.90031737733957
5.17038701564244,5.30618972548785
-32.4107806049377,5.31163220966657
-32.4449426713147,5.35964360464026
-32.5689154031272,5.39303051405407
-34.5200715556074,5.42465635245037
69.9558723329993,3.93700972342037
69.8694800345387,3.95448866215626
59.4591455693276,114.221675646351
-62.2185256275983,104.23697557123
59.3432138678136,114.2670098575
-42.2932598301344,123.281969850171
-56.5597903401205,8.33845635923845
-56.9273118578913,8.4643981513561
-58.2805534182601,8.25251888357176
-71.3058534423322,7.7710240055478
-71.3030075935132,7.76722880021564
62.9974668008865,112.817299495168
-36.7894690551014,10.5757391238722
-55.0303322374904,10.0839477910105
-55.1191020382224,10.1770981506198
-82.7549055031798,9.01535105860701
-34.4918612767182,8.46860849959467
105.668797055629,83.8303159082437
106.205662339975,83.4257109467169
-24.0419716648876,0.664897044729601
0.348420955347677,-0.0543787393709461
105.373653556721,83.690116139299
106.244407409808,82.6404003915549
98.7956384355209,87.3771420085004
-63.331473142429,107.260930995423
-25.6556503132078,0.470006089757053
-54.2595388529383,0.48392838757835
-112.256768646042,0.639283363291916
4.79875623373793,2.43068041667961
-30.3112296968937,2.50534226035335
54.8103839073043,10.7593168243481
70.3437823265551,9.06003220906199
91.5001715868017,7.1642577624387
70.8546647633346,8.18655940596217
70.3197344477149,8.19430708256716
70.3617758701398,8.07578971935635
70.418582696705,7.99847505107021
70.2903545633397,8.33432004489191
69.9529788559025,8.31280333024786
70.0249239744076,8.22167488638058
0.911802033948404,0.86116259859587
58.2069147230189,0.472212248767417
-82.9476610879624,85.970430237465
-30.6888957450206,3.2032151577877
3.75258580329958,-2.85230752641733
-0.290717862370387,-3.58017077861024
18.5039351415422,-7.40871137191272
-63.7113259480886,103.803324971133
28.919878635787,-5.75448465237062
-55.13049341301,122.976441188554
74.3384149022463,110.490561729815
74.2508057268064,110.484901166969
-77.3547662410801,97.4078627969878
73.7648713562274,110.860463101722
73.2935133893574,111.12177670688
69.4525499693742,113.532372193509
-57.670369630704,-2.04161917714409
87.8278025840967,1.80480024406813
-77.645706552365,8.95656539962967
-36.727687955327,8.73541023849555
65.814801069966,9.81997827763581
53.2516899607549,10.2479294328229
71.5683988819322,11.3373637370211
67.042735442094,10.3470915534089
86.2289055523072,8.47087494054734
54.7841633372694,9.93726249388857
73.3092030520075,8.26775290761111
72.4508452462574,8.39257844750285
71.216209100224,8.53976472505718
70.8775295404016,8.54750787735707
70.2472469896911,8.38995028119579
64.9618439205888,8.99038874230184
29.7817223919113,9.9906112377108
90.9566436228648,6.6458593514386
90.865966434403,6.54661718351042
81.4059430878579,7.08408542678215
81.2386565510174,6.93598334815093
74.3388515628196,7.38344231488291
70.54528232252,7.73340624529492
70.0796524071974,7.88374478609178
64.6760043920972,7.94831169185818
